Hewlett-Packard-stock	value-weighted-index	equal-weighted-index	S&P500-index
   0.254   0.132   0.123   0.102
   1.508   0.223   0.055   0.329
   1.975   0.801   0.191   1.068
  -4.245  -0.623  -0.069  -0.867
   5.460   1.623   0.367   2.112
   0.000   0.197   0.207   0.276
  -0.971  -0.302  -0.235  -0.487
  -1.228  -0.014  -0.069   0.035
  -0.993  -0.294  -0.030  -0.355
  -0.500  -1.270  -0.772  -1.468
  -1.008   0.348   0.361   0.450
   2.252   0.059  -0.074   0.158
  -1.496   0.058  -0.049   0.032
   0.000  -0.008  -0.057   0.000
  -2.545   0.100   0.144   0.050
  -0.776  -0.745  -0.364  -1.040
  -0.520  -0.919  -0.869  -0.865
   2.067   0.398   0.239   0.444
  -2.329  -0.492  -0.240  -0.663
   0.523   0.126   0.110   0.132
  -3.175  -1.745  -0.775  -2.131
   2.128  -0.179  -0.508  -0.075
  -0.263   0.180  -0.065   0.232
  -3.217  -1.502  -0.974  -1.698
   1.889   0.103  -0.291   0.296
   2.899   0.588   0.122   0.705
  -1.835  -0.133  -0.532  -0.094
  -0.530   0.288  -0.004   0.371
   1.058   0.629   0.313   0.668
  -1.325  -0.463  -0.005  -0.660
   2.111   0.359  -0.185   0.527
   2.067   0.789   0.336   0.841
  -1.028   0.917   0.782   1.025
   1.284  -0.136   0.151  -0.443
   2.519  -0.181   0.110  -0.250
   2.458   0.847   0.283   1.141
  -0.243   0.802   0.219   0.963
   0.243   0.140   0.029   0.195
  -3.709  -0.439  -0.134  -0.563
   0.000   0.139   0.081   0.166
   0.753  -0.154  -0.241  -0.184
   1.980  -0.136  -0.363  -0.076
   0.000  -0.281   0.035  -0.363
  -0.078  -0.291  -0.008  -0.375
   0.000   0.646   0.626   0.730
   1.222   0.705   0.078   0.944
   2.871  -0.284  -0.086  -0.517
   1.405  -0.029  -0.033  -0.032
  -1.170  -0.044   0.293  -0.184
   0.235   0.397   0.370   0.360
  -0.943  -0.278  -0.234  -0.375
   0.708   0.135   0.033   0.090
   0.470   0.659   0.547   0.834
  -0.234  -0.164   1.014  -0.603
  -1.896  -0.765   0.187  -0.872
   3.063   1.294   0.920   1.485
  -0.932   0.282   0.547   0.208
  -1.178   0.306   0.647   0.236
  -0.237   0.163   0.266   0.110
   0.000  -0.199  -0.046  -0.214
   0.000   0.466   0.230   0.579
   0.238   0.401   0.425   0.410
  -1.192   0.174   0.110   0.247
   0.716   0.150   0.192   0.095
  -0.717  -0.177  -0.063  -0.208
   1.900   0.891   0.656   1.046
   2.785   0.192   0.348   0.129
   0.457  -0.003   0.341  -0.094
  -0.228  -0.561  -0.170  -0.746
   2.703   0.996   0.423   1.392
  -0.893   0.277   0.291   0.225
   2.217   0.802   0.444   0.878
  -0.881   0.621   0.288   0.727
   1.318   0.344   0.230   0.397
   0.869   0.747   0.332   0.837
  -0.216   0.021   0.218  -0.128
  -0.435   0.042   0.247  -0.084
   1.299   0.142   0.462   0.044
  -0.864  -0.125  -0.033  -0.313
   4.038   1.023   0.499   1.206
   2.469  -0.159   0.127  -0.328
  -4.150  -0.678  -0.172  -0.871
  -2.575  -1.208  -0.553  -1.374
   1.081   0.054  -0.257   0.178
  -1.516  -0.053   0.205  -0.250
   1.516   0.733   0.319   0.830
   1.282   0.222   0.341   0.194
   1.893   0.539   0.366   0.659
  -1.681  -0.192  -0.093  -0.263
  -4.551  -1.417  -0.704  -1.728
  -0.891   0.295   0.050   0.391
  -2.951  -1.300  -0.494  -1.699
   1.373   0.085  -0.125   0.240
   0.454   0.338   0.395   0.360
  -0.909  -0.336  -0.041  -0.608
   0.228   0.849   0.500   0.984
   2.029   0.392   0.483   0.423
  -0.672   0.989   0.413   1.239
   0.448  -0.131   0.117  -0.320
  -0.673   0.104   0.261   0.071
  -3.436  -0.048   0.137  -0.051
   0.465  -0.231   0.124  -0.358
   2.520   0.618   0.006   0.830
  -1.137  -0.038   0.058  -0.061
  -0.688   0.403   0.240   0.517
   3.103   0.788   0.413   0.930
  -3.645  -1.982  -1.077  -2.280
  -1.167  -0.947  -0.742  -0.951
   0.935   0.470   0.388   0.485
  -3.310  -0.249  -0.054  -0.288
  -0.724  -0.367   0.018  -0.521
  -0.242   0.361  -0.024   0.548
  -0.486   0.370   0.343   0.350
  -0.981   0.252   0.146   0.261
  -0.742   0.091  -0.059   0.058
   1.966   0.770   0.547   0.800
  -0.488   0.440   0.092   0.514
   0.730  -0.209  -0.155  -0.365
   1.685   0.300   0.170   0.315
  -1.200  -0.220   0.099  -0.322
   2.858   0.563   0.335   0.631
   0.468   0.029  -0.041  -0.017
   1.392   0.425   0.271   0.463
  -1.392   0.208   0.320   0.168
   0.000  -0.684  -0.331  -0.870
   3.895   1.289   0.673   1.659
  -0.450   0.066  -0.046   0.119
   2.453   1.135   0.393   1.415
   0.220   0.382   0.227   0.368
  -0.661  -0.153   0.120  -0.313
   1.537   0.745   0.510   1.111
  -0.656  -0.146  -0.099  -0.297
  -1.994  -0.396   0.091  -0.630
   0.224   0.126   0.190   0.059
  -0.223   0.712   0.442   0.859
   1.554   0.096   0.252   0.019
  -0.663  -0.130  -0.146  -0.168
  -2.016  -0.148   0.051  -0.324
   1.125   0.023   0.158   0.013
  -0.224  -0.017   0.213  -0.127
  -1.354   0.050   0.279  -0.052
  -2.299  -0.451  -0.283  -0.524
   0.464  -0.165  -0.091  -0.265
   1.607   0.189   0.215   0.200
  -0.457   0.313   0.169   0.375
   4.475   1.777   0.650   2.220
  -6.790   0.676   0.058   0.736
  -0.234  -0.140   0.017  -0.278
   1.398   0.618   0.445   0.696
   1.150   0.205   0.223   0.154
   1.589   0.775   0.430   1.023
  -0.451   0.278  -0.022   0.230
  -2.753  -0.864  -0.167  -1.144
  -0.233   0.216   0.170   0.258
   0.465   0.120   0.354   0.009
   0.463   0.697   0.454   0.755
   0.000  -0.563  -0.230  -0.793
  -0.231   0.432   0.386   0.460
  -0.231   0.464   0.318   0.451
   1.382   0.960   0.466   1.097
   0.000  -0.810  -0.388  -1.078
   0.684   0.471   0.146   0.684
  -1.143   0.851   0.504   0.833
  -0.230   0.042   0.276  -0.061
   0.000  -0.005   0.013  -0.018
   0.460  -0.070   0.006  -0.138
  -1.386  -0.632  -0.207  -0.717
  -2.191  -0.054  -0.008  -0.025
  -1.439  -1.001  -0.393  -1.165
   1.677   0.272   0.180   0.396
   1.415   0.106  -0.024   0.168
  -1.892  -0.162  -0.094  -0.199
  -0.719  -0.167  -0.109  -0.240
  -0.967   0.423   0.295   0.572
   3.106   1.387   0.464   1.747
  -0.709  -0.267  -0.114  -0.428
   1.412   0.525   0.274   0.561
  -0.703  -0.627  -0.438  -0.804
  -2.865  -1.749  -1.165  -1.899
   0.242  -0.459  -0.191  -0.533
   0.482   0.338   0.127   0.392
  -0.967   0.371   0.101   0.441
   0.243   0.387   0.467   0.284
   2.865   0.916   0.436   1.040
   0.704   0.539   0.187   0.663
  -0.234   0.511   0.227   0.522
   0.234   0.370   0.282   0.313
   0.000   0.127   0.202   0.042
  -0.234   0.379   0.212   0.571
   0.000   0.226   0.053   0.181
  -0.705  -0.268  -0.013  -0.329
   1.869   1.056   0.459   1.313
  -1.399  -0.503  -0.083  -0.663
  -0.470   0.433   0.153   0.714
  -0.711  -0.543  -0.373  -0.666
  -2.161   0.061   0.053   0.063
   1.207   1.005   0.381   1.241
   0.240   0.990   0.416   1.159
   2.364   0.133   0.072   0.047
   0.466   0.942   0.219   1.142
  -1.170  -0.426  -0.116  -0.675
  -0.709   0.223   0.185   0.172
  -1.192   0.259   0.362   0.116
   4.226  -0.192  -0.007  -0.238
   5.588   1.269   0.469   1.583
  -0.874   0.112   0.227  -0.017
  -0.881  -0.416   0.034  -0.692
  -1.336   0.376   0.244   0.377
  -0.901  -0.741  -0.149  -1.013
  -4.631  -0.469  -0.313  -0.488
  -0.475   0.369   0.145   0.480
   0.000   0.268   0.131   0.276
  -2.899  -0.289  -0.073  -0.351
   0.732   0.321   0.186   0.458
  -1.718  -1.213  -0.512  -1.561
   0.000   0.023  -0.133   0.153
  -0.248   0.896   0.535   1.024
   3.415   1.654   0.692   1.960
  -0.722  -0.132   0.173  -0.284
   0.482   0.311   0.068   0.447
  -1.697  -0.425  -0.096  -0.641
   1.937   0.273   0.305   0.232
   0.716   0.169   0.303   0.228
   1.183   0.579   0.420   0.647
  -2.622  -0.191  -0.029  -0.332
  -0.728  -0.786  -0.384  -0.946
   0.243  -0.152   0.200  -0.255
   0.000   0.109   0.353   0.118
   0.484  -0.279  -0.396  -0.315
   0.242   0.351   0.174   0.299
  -1.947  -0.704   0.039  -0.933
   0.206  -0.706  -0.348  -0.668
   1.222   0.196  -0.100   0.552
   0.725   0.361  -0.048   0.483
  -1.212   0.083   0.036  -0.052
   0.487  -0.035  -0.020  -0.023
   0.000  -0.090   0.157  -0.222
  -0.486   0.289   0.133   0.390
  -0.244  -0.632  -0.373  -0.816
  -0.490   0.149   0.225   0.029
   0.734   0.143  -0.022   0.224
  -1.722   0.878   0.375   1.009
  -0.248   0.263   0.534   0.158
  -2.010   0.462   0.238   0.492
  -2.051   0.961   0.316   1.088
   1.542   0.547   0.190   0.627
   2.020   0.080   0.101   0.008
   0.250   0.493   0.206   0.506
   2.219   0.225   0.103   0.284
   0.000  -0.155  -0.300  -0.186
   0.000  -0.571  -0.409  -0.598
   0.000  -0.377  -0.081  -0.449
  -6.292  -5.502  -2.692  -6.322
   1.291   1.612  -1.797   2.729
   0.000  -0.398   0.022  -0.494
   0.512   0.281   0.589   0.000
   2.519   1.510   1.080   1.735
  -0.499  -0.039   0.141   0.009
  -1.258  -0.641  -0.356  -0.673
   3.727  -0.507  -1.101  -0.329
  -1.474  -0.239   0.296  -0.350
  -1.496  -1.103  -0.631  -1.343
  -0.757  -0.908  -0.529  -0.853
  -4.930  -0.020  -0.356   0.003
   1.583   1.315   0.473   1.567
  -2.653   0.332   0.177   0.247
  -4.396  -0.600  -0.199  -0.800
  -1.699  -0.156   0.046  -0.254
  -3.489  -1.292  -0.860  -1.495
   2.916   0.510  -0.057   0.659
  -2.620   0.953   0.713   0.993
   1.173  -0.284  -0.107  -0.468
   0.292   0.608   0.311   0.749
   0.000   0.193  -0.120   0.133
  -2.353  -0.413  -0.266  -0.460
  -2.105   0.591   0.207   0.751
   0.304   0.046   0.135   0.012
   7.584   0.312   0.212   0.302
  -0.281  -0.582  -0.508  -0.664
   0.000  -0.044  -0.335   0.071
   0.000   0.547   0.308   0.681
   0.000   0.577   0.381   0.600
   0.561   0.387  -0.164   0.476
  -2.266   0.123   0.226   0.046
   1.423  -0.495  -0.251  -0.630
   2.510   0.463   0.167   0.694
   1.639   1.059   0.303   1.332
   2.674   0.257  -0.040   0.222
  -2.404  -0.324  -0.285  -0.522
  -0.814  -0.246   0.069  -0.295
   1.622  -0.191  -0.108  -0.275
  -0.268   0.195   0.176   0.316
  -1.626  -0.108  -0.413  -0.037
   0.000   0.643  -0.104   0.905
  -0.823   0.293   0.207   0.290
  -1.712  -0.513  -0.685  -0.517
   0.560  -0.344  -0.216  -0.248
  -0.561  -1.681  -1.278  -1.837
   2.222  -0.411  -0.675  -0.359
   0.821   0.136  -0.021   0.111
  -1.096   0.546   0.428   0.564
   0.549   0.802   0.814   0.763
   0.547  -0.052  -0.079  -0.176
   0.272   0.513   0.184   0.575
   0.542   0.464   0.118   0.532
   2.139   0.783   1.283   0.776
   4.399   1.431   1.247   1.764
  -1.788   0.001   0.678  -0.259
  -1.036  -0.653  -0.048  -0.865
  -1.311  -0.770   0.057  -0.981
   1.830   0.307   0.212   0.450
  -2.360  -0.935  -0.148  -1.186
  -0.265  -0.687  -0.454  -0.663
  -0.266   0.263   0.219   0.350
  -2.429  -2.282  -1.572  -2.499
  -0.823  -0.897  -0.506  -0.866
   2.718   0.874  -0.070   1.107
  -1.895  -0.690   0.029  -0.988
  -0.823   0.036  -0.261   0.234
  -1.667   0.316   0.506   0.284
  -0.280  -2.248  -1.109  -2.620
   0.281  -0.007  -0.194   0.371
   0.280  -0.471  -1.159  -0.408
  -1.974  -0.997  -0.080  -1.274
   0.568  -0.339  -0.458  -0.086
  -1.139  -0.295  -0.637  -0.184
   1.423  -0.861  -1.086  -0.685
   0.843   1.618   0.690   1.871
  -0.562   0.106   0.276  -0.088
   0.561   0.717   0.664   0.646
   1.667   0.417   0.339   0.281
  -0.275  -0.480   0.091  -0.662
   5.116   1.049   0.615   1.233
  -0.262  -0.056   0.217  -0.237
  -1.859   0.251   0.365   0.198
  -1.895  -0.882  -0.287  -1.067
   1.357   0.149  -0.222   0.285
   0.806   0.206  -0.010   0.299
   1.064   0.769   0.544   0.863
  -7.411  -0.438   0.177  -0.650
  -3.774  -1.286  -0.739  -1.432
  -0.296  -0.191  -0.520  -0.098
  -1.796  -0.323   0.397  -0.603
   0.302  -0.542  -0.331  -0.477
   1.791   0.945  -0.082   1.384
   0.296   0.518   0.332   0.483
   1.755   0.561   0.414   0.493
  -2.644   0.296   0.124   0.256
   1.183   0.801   0.642   0.837
  -0.294  -0.326   0.027  -0.537
   0.295   1.060   0.614   1.247
   2.613  -0.165   0.200  -0.290
   2.546   0.852   0.674   0.980
  -0.279  -0.476   0.019  -0.690
   0.000   0.173  -0.021   0.219
  -0.844  -0.644  -0.154  -0.791
  -0.567   0.261   0.366   0.259
   0.239   0.268   0.282   0.355
   2.525   0.892   0.414   1.130
   5.392   0.394  -0.040   0.473
  -1.588  -0.516  -0.138  -0.573
  -0.803  -0.413  -0.053  -0.537
   0.269  -1.168  -0.624  -1.199
  -0.268   0.446   0.469   0.455
  -0.539   0.171   0.169   0.122
   0.808   0.782   0.241   1.139
   0.000   0.133  -0.132   0.146
   0.268  -0.301  -0.137  -0.355
  -2.162  -0.139   0.169  -0.249
   1.087  -0.405  -0.646  -0.366
   1.075   1.265   0.499   1.448
  -2.435  -0.600  -0.287  -0.745
  -1.658  -0.093   0.089  -0.106
  -2.539  -0.226  -0.123  -0.191
   0.000   0.208  -0.135   0.378
   3.095   0.162   0.118   0.205
  -0.834  -0.010   0.086  -0.044
  -0.279   0.679   0.399   0.706
   0.558   0.093  -0.094   0.116
  -0.559  -0.068  -0.215  -0.017
  -2.553  -1.009  -0.361  -1.156
  -0.287  -0.729  -0.144  -0.775
   0.000  -0.859  -0.361  -0.882
  -1.160  -1.097  -0.766  -1.221
  -0.879  -0.228  -0.078  -0.208
   2.326   0.457   0.166   0.505
   0.858   0.204   0.240   0.268
  -2.014  -1.036  -0.304  -1.151
   1.443   0.445  -0.008   0.513
   0.571   0.427   0.096   0.437
   1.134   0.565   0.155   0.669
  -0.849   0.357   0.189   0.325
   1.691   0.779   0.464   0.836
  -0.561   0.594   0.245   0.630
   0.000   0.376   0.109   0.434
   0.839   0.143   0.006   0.249
   3.018   0.413   0.324   0.280
   1.874   1.965   0.866   2.351
   2.618   0.782   0.307   0.778
  -0.778  -0.089  -0.119  -0.132
  -3.984  -0.072   0.077  -0.079
  -1.639   0.240   0.369   0.133
  -0.275   0.108   0.360   0.048
   1.099   0.939   0.465   0.943
   1.087   0.159   0.324   0.120
   2.403   0.206   0.168   0.240
   1.049  -0.060   0.373  -0.245
  -1.314  -0.886  -0.100  -1.075
   1.314   1.356   0.419   1.698
   0.261   0.117   0.176   0.058
  -0.522   0.112   0.243   0.103
   0.000   0.547   0.511   0.533
   2.072   1.077   0.368   1.161
   1.779  -0.153  -0.018  -0.207
  -1.523  -0.306   0.000  -0.459
   1.523  -0.433   0.035  -0.497
  -0.759  -1.027  -0.260  -1.231
  -1.793   0.659   0.172   0.811
   0.000   1.075   0.471   1.270
  -0.258  -0.211   0.220  -0.370
  -0.562  -0.483  -0.108  -0.550
  -0.786  -0.065   0.291   0.003
  -1.859  -1.424  -0.938  -1.676
   2.122   0.305   0.039   0.445
   1.303   0.113   0.039   0.176
  -1.041   0.267   0.096   0.381
  -1.849  -1.012  -0.038  -1.408
  -1.073  -0.804  -0.507  -0.882
   0.270  -0.098  -0.043  -0.071
  -0.539   0.663   0.239   0.871
   2.403   0.669   0.327   0.699
  -0.264   0.216   0.520   0.109
   1.052   0.309  -0.020   0.424
   0.262   0.189   0.184   0.172
  -1.579  -0.985  -0.401  -1.252
   0.530   0.618   0.268   0.767
   0.789   0.217  -0.090   0.307
  -1.318  -0.611  -0.182  -0.847
   0.265   1.050   0.404   1.321
   1.575   1.049   0.371   1.158
  -1.311   0.471   0.300   0.511
   0.789   0.414   0.076   0.445
   0.262  -0.411  -0.299  -0.389
  -0.786  -0.841  -0.311  -0.902
  -0.527   0.147  -0.226   0.302
  -4.049  -0.794  -0.015  -1.021
  -1.947  -1.817  -1.707  -1.757
  -0.564   0.054  -0.052   0.135
   1.958   0.388   0.472   0.364
  -0.834  -0.220   0.173  -0.331
  -1.407  -0.626  -0.291  -0.696
  -1.426   0.291  -0.431   0.595
  -0.866   0.161  -0.066   0.169
  -1.754  -0.148  -0.346  -0.177
  -0.295  -1.103  -0.893  -1.143
  -4.230  -1.793  -1.907  -1.901
  -3.454  -3.205  -2.584  -3.071
   0.637   0.197   0.192   0.120
  -2.247   1.064   0.755   1.046
  -3.974   0.596   0.608   0.469
   2.007  -1.097  -0.459  -1.309
   1.316   0.698  -0.304   0.985
  -3.323   0.255   0.306   0.162
   2.007   0.283   0.269   0.197
  -5.095  -2.058  -1.137  -2.281
  -3.546  -1.455  -1.452  -1.381
  -0.725  -0.081  -0.612   0.207
  -3.328  -1.924  -1.879  -2.045
  -1.515  -1.491  -0.952  -1.664
   1.138  -3.193  -3.367  -3.044
   3.340   1.377   0.775   1.439
   6.362   3.012   2.253   3.138
  -1.379   0.101   0.308  -0.031
   1.379   0.728   0.320   0.883
  -3.485  -1.319  -0.201  -1.704
  -1.070   0.938   0.441   1.201
   1.776   0.075  -0.246   0.164
  -3.220   0.420   0.392   0.401
   1.802  -0.980  -0.381  -1.219
   0.711   0.745   0.422   0.913
  -1.789  -0.323   0.032  -0.549
   0.360  -0.162  -0.192  -0.183
   1.073   0.294   0.102   0.466
  -2.158  -1.006  -0.508  -1.213
  -3.704  -0.566  -0.350  -0.573
  -1.138   0.218  -0.160   0.297
   1.515   0.108  -0.419   0.261
   0.749  -0.505  -0.145  -0.630
  -4.253  -1.538  -1.037  -1.630
  -0.392  -0.176  -0.413  -0.051
  -4.410  -2.078  -2.060  -2.186
   3.226   0.977   0.009   1.198
  -3.226  -1.031  -0.891  -1.043
  -2.070  -1.440  -1.494  -1.350
  11.452   1.421   0.267   1.674
  -6.156   2.573   1.094   2.864
  -0.797   0.260   0.596   0.086
  -0.803  -1.041  -0.427  -1.216
  -5.811   0.167  -0.123   0.413
   1.695  -0.421  -0.442  -0.382
   1.253   0.543   0.034   0.634
  -2.948  -2.450  -1.503  -2.709
  -3.479  -1.516  -1.064  -1.556
  -4.063  -1.739  -1.628  -1.655
  -0.926   1.223   0.475   1.535
   3.653   0.844  -0.092   1.061
   0.893  -1.320  -0.617  -1.431
  -1.342   0.003  -0.259  -0.054
   5.264   2.138   1.029   2.309
   0.426   1.718   0.995   2.180
   0.000   0.779   0.032   0.727
   0.000  -0.446   0.340  -0.765
   0.000   0.023   0.167   0.077
  -1.717  -0.568   0.066  -0.780
  -2.631  -1.608  -0.886  -1.776
  -4.082  -0.900  -0.700  -0.933
  -1.399   0.428  -0.281   0.719
  -2.375   0.063  -0.076  -0.020
   4.696   0.801   0.187   0.988
   0.458   1.489   0.886   1.561
   2.257   0.954   0.370   0.875
  -7.892  -0.653   0.074  -0.948
  -2.942  -1.534  -0.606  -1.816
   6.267   0.409  -0.020   0.522
   0.466   1.745   0.735   1.973
   5.431   1.828   1.167   1.813
  -6.365  -0.292   0.181  -0.569
   5.924   0.799   0.714   0.855
  -4.526  -0.856   0.175  -1.061
   4.968  -0.024   0.030   0.032
   1.747   0.566   0.125   0.698
  -3.077  -1.028  -0.472  -1.270
   1.330   0.105   0.133   0.228
  -1.778  -0.197   0.464  -0.294
   0.000   0.314  -0.324   0.446
   2.217   0.673   0.583   0.501
   1.739   0.075   0.439  -0.047
  -0.432  -0.351   0.120  -0.482
   3.822   1.571   1.078   1.816
   2.469   0.656   0.002   0.581
   2.013   0.717   0.270   0.692
   6.180   1.139   1.189   1.088
  -1.891  -0.148   0.434  -0.258
   0.760  -0.323   0.158  -0.402
   0.000   0.238  -0.154   0.347
  -3.468  -0.568  -0.417  -0.748
   3.468   0.919   0.329   1.142
  -2.299  -0.066   0.138  -0.257
  -0.778  -0.741  -0.246  -0.768
  -1.179  -0.377  -0.859  -0.245
   1.569   1.149   0.119   1.228
   0.713   0.104   0.371   0.045
  -2.353   0.061   0.125  -0.024
   1.183   0.303   0.011   0.493
   0.391  -0.371   0.130  -0.560
   0.000   0.264  -0.139   0.288
  -0.784  -0.577  -0.209  -0.777
   0.784   0.037  -0.009   0.131
  -0.392   0.497   1.043   0.455
  -0.393  -0.888   1.063  -1.149
   0.000  -1.191  -0.234  -1.401
  -1.588  -0.233   0.183  -0.283
   0.797  -1.651  -0.974  -1.747
   0.396  -0.273  -0.401  -0.171
  -2.806  -0.913  -0.168  -1.089
  -1.228   0.938   0.398   0.971
   1.227   0.089   0.172   0.223
   0.000  -0.953  -1.329  -0.873
   1.613   0.318  -0.052   0.396
   6.953   0.944   0.674   0.775
   5.799   3.253   2.327   3.664
   6.805   0.901   0.111   1.291
  -3.685  -0.075   0.068  -0.353
  -4.896  -0.593   0.435  -0.834
   2.478   0.588   0.875   0.577
   2.076   1.422   1.301   1.375
   1.022   0.424   1.163   0.384
   2.345   0.155   0.714  -0.012
   0.988   0.105   0.728  -0.057
   2.269   1.484   1.625   1.499
  -0.322   0.952   1.339   0.882
  -2.606   0.023   1.154  -0.256
  -0.331   1.555   1.912   1.530
  -0.664   1.019   1.356   0.835
   1.653   1.774   1.452   1.920
   0.327  -0.345   0.307  -0.434
   0.975   0.666   0.864   0.791
   5.967   2.318   1.486   2.537
  -2.157  -0.545   0.362  -0.840
   2.158   0.877   0.882   0.958
  -1.846  -1.124   0.144  -1.310
  -0.311   1.163   0.987   1.320
  12.845   0.151   0.196   0.089
   1.900  -1.030  -0.378  -1.158
   1.600  -0.023   0.624  -0.047
   0.265   0.223   0.692   0.186
   0.264   0.438   0.555   0.439
  -2.127  -1.057  -0.334  -1.219
   0.000   1.145   0.739   1.350
   0.269   0.077   0.967  -0.182
   2.384   0.836   0.628   0.922
  -0.525   0.078   1.204  -0.308
   3.364   1.854   1.476   1.981
   2.264  -0.101   0.452  -0.146
  -1.000   0.016   0.444  -0.069
  -1.775  -0.186   0.537  -0.255
   0.764  -0.565  -0.029  -0.532
  -2.310  -0.818  -0.253  -0.789
   2.564   1.076   0.672   1.220
  -1.531  -0.147   0.517  -0.286
  -2.611  -0.207  -0.129   0.024
   0.265  -0.246   0.171  -0.397
  -3.764  -1.240  -0.511  -1.494
   0.000   0.367   0.446   0.362
  -0.550  -0.249   0.316  -0.365
   4.049   0.157   0.312   0.246
   0.791   0.650   0.550   0.637
   3.355   1.599   0.755   1.734
   3.001   0.003   0.608  -0.252
  -1.489  -0.037   0.526  -0.035
  -2.276  -0.793  -0.115  -1.050
   2.774   1.917   0.969   2.184
   0.497   0.128   0.776  -0.148
   2.927   0.319   0.555   0.219
  -3.922  -0.905   0.094  -1.168
   2.713   0.589   0.190   0.875
  -2.712  -1.013  -0.088  -1.356
   1.489  -0.184   0.094  -0.110
   0.000   1.148   0.871   1.194
   1.709   0.602   0.513   0.731
  -0.729   0.197   0.114   0.208
   3.594   1.418   0.655   1.673
   0.235   0.771   0.690   0.727
   0.235  -0.488   0.122  -0.511
  -0.705  -0.989  -0.130  -1.103
  -0.711  -0.936  -0.778  -0.850
   0.946   0.181   0.358   0.213
   3.468   0.285   0.422   0.262
  -2.532  -0.735  -0.079  -0.921
  -0.701  -0.136  -0.019  -0.061
  -3.584  -1.268  -0.533  -1.424
  -0.488   0.224  -0.408   0.451
  -3.483   1.190   0.723   1.307
  -3.085   0.189   0.446   0.060
  -3.453   0.083   0.309   0.074
   0.000  -0.155  -0.148  -0.189
  -2.462  -0.506   0.220  -0.729
   3.002   0.234   0.398   0.315
   5.236   1.141   0.524   1.244
  -1.543  -1.583  -0.422  -1.979
   1.031   0.185  -0.046   0.271
  -2.072  -1.192  -0.610  -1.373
  -3.734  -0.990  -0.832  -0.824
   4.256   0.919   0.403   0.977
   0.260  -0.018   0.219   0.054
  -0.260  -0.009  -0.088  -0.030
   0.000   0.743   0.321   0.822
   3.077   0.244   0.193   0.224
   2.740  -0.134   0.201  -0.325
   0.246   0.637   0.514   0.670
   3.610   1.055   0.343   1.172
   0.942   0.266   0.349   0.223
   0.234   1.004   0.723   1.083
   1.392   0.708   0.653   0.739
  -0.230  -0.251   0.141  -0.455
  -0.463  -0.033   0.057  -0.082
   0.232  -0.528   0.101  -0.685
  -2.105  -0.347  -0.014  -0.380
  -2.878  -0.910  -0.220  -1.101
   1.210  -0.220  -0.225  -0.227
   0.480   0.446   0.077   0.653
   1.661  -1.052  -0.866  -1.162
  -1.900   0.213   0.215   0.260
  -0.967   1.037   0.573   1.226
  -0.731  -0.382  -0.201  -0.567
  -0.490  -0.359  -0.237  -0.406
   0.000  -0.929  -0.586  -0.928
  -0.492   0.020  -0.022   0.088
   1.713   0.420   0.155   0.619
  -2.457  -1.675  -1.154  -1.819
   1.482  -0.174  -0.328  -0.078
   0.975   0.134  -0.134   0.254
   0.243   0.677   0.290   0.753
  -1.710  -0.617  -0.021  -0.869
   3.628   1.565   0.535   1.805
  -0.476  -0.102   0.071  -0.119
  -2.906  -0.931  -0.425  -1.103
  -0.246   0.191   0.214   0.201
   4.574   0.809   0.053   1.027
   1.634  -0.088   0.326  -0.485
   1.379   0.037   0.435  -0.098
  -2.309   0.298   0.240   0.326
   0.466   0.760   0.545   0.866
   4.546   0.616   0.493   0.561
  -0.893  -0.176   0.044  -0.222
   0.224  -0.012   0.227  -0.094
   0.000   0.902   0.699   1.093
   0.224  -0.192   0.255  -0.298
  -2.029  -0.345  -0.074  -0.350
  -2.538  -0.849  -0.347  -0.908
  -1.175  -0.271  -0.161  -0.206
   1.175   0.540   0.259   0.611
   0.699   0.087   0.323  -0.008
   1.153   0.478   0.016   0.581
   0.458   0.868   0.478   0.920
  -1.843   0.396   0.600   0.290
   2.071  -0.096   0.079  -0.178
   2.918   0.081   0.175   0.015
  -2.691  -0.485  -0.213  -0.550
   0.680   1.192   0.308   1.434
  -1.823   0.114   0.257  -0.015
  -2.326  -0.148   0.226  -0.318
   0.704  -0.394   0.079  -0.567
  -0.939   0.197   0.049   0.232
   0.236   0.445   0.271   0.411
   3.468   0.227   0.352   0.072
  -0.913  -0.134   0.121  -0.146
  -6.637  -0.799  -0.140  -0.968
  -1.980  -2.329  -2.446  -2.391
  -0.250   0.708   0.692   0.783
   3.449   2.674   1.913   2.899
   0.964   0.221   0.428   0.189
   2.604   0.618   0.561   0.723
   0.466  -0.028   0.219  -0.081
  -1.170  -0.090  -0.013  -0.201
  -0.235   0.838   0.657   0.907
   1.405   0.004   0.316  -0.043
  -1.641  -0.143   0.324  -0.262
  -1.669  -0.739  -0.307  -0.832
  -2.187  -0.542  -0.292  -0.558
  -2.236  -0.254   0.036  -0.213
   1.744   0.014   0.165  -0.010
   0.247  -0.100  -0.006  -0.136
  -3.001  -1.012  -0.679  -1.037
  -2.571   0.181   0.174   0.138
   2.825   0.659   0.513   0.582
  -4.135  -0.861   0.099  -0.973
  -2.404   0.419  -0.051   0.569
   0.808  -0.036   0.002  -0.073
   1.331   0.352   0.316   0.373
   1.575   0.322   0.518   0.160
   1.039   0.225   0.593   0.093
   0.516  -0.430  -0.212  -0.517
   2.789   0.463   0.204   0.463
